Iteration, Elapsed Time, TX Diff Output Swing(mV), Port TXDIFFCTRL0[2:0], Port TXBUFDIFFCTRL0[2:0], TX Pre-Emphasis, Port TXPREEMPHASIS0[2:0], RX Equalization, Port RXEQMIX0[1:0], DFETAP1, DFETAP2, RX Sampling Point(tap), RX Sampling Point(UI), Attr PMA_CDR_SCAN, Link, # Bits, # Errs, BER
1, 00:00:1, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 0, 0.000, 6404000, 0,  4.002E+12,  4.002E+12, 1
2, 00:00:2, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 1, 0.008, 6404001, 0,  6.004E+12,  6.004E+12, 1
3, 00:00:3, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 2, 0.016, 6404002, 0,  5.969E+12,  5.969E+12, 1
4, 00:00:4, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 3, 0.024, 6404003, 0,  5.974E+12,  5.974E+12, 1
5, 00:00:5, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 4, 0.031, 6404004, 0,  5.926E+12,  5.926E+12, 1
6, 00:00:6, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 5, 0.039, 6404005, 0,  5.845E+12,  5.845E+12, 1
7, 00:00:7, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 6, 0.047, 6404006, 1, 6034554880, 423547301,  7.019E-002
8, 00:00:8, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 7, 0.055, 6404007, 0,  5.993E+12,  5.993E+12, 1
9, 00:00:9, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 8, 0.063, 6404008, 0,  5.980E+12,  5.980E+12, 1
10, 00:00:10, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 9, 0.071, 6404009, 0,  5.988E+12,  5.988E+12, 1
11, 00:00:11, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 10, 0.079, 640400A, 1, 6189219840, 454038275,  7.336E-002
12, 00:00:12, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 11, 0.087, 640400B, 0,  6.013E+12,  6.013E+12, 1
13, 00:00:13, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 12, 0.094, 640400C, 0,  6.009E+12,  6.009E+12, 1
14, 00:00:14, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 13, 0.102, 640400D, 0,  6.009E+12,  6.009E+12, 1
15, 00:00:15, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 14, 0.110, 640400E, 0,  5.927E+12,  5.927E+12, 1
16, 00:00:16, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 15, 0.118, 640400F, 0,  5.967E+12,  5.967E+12, 1
17, 00:00:17, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 16, 0.126, 6404010, 1, 6186598400, 231874349,  3.748E-002
18, 00:00:18, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 17, 0.134, 6404011, 1, 6142033920, 180361001,  2.937E-002
19, 00:00:19, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 18, 0.142, 6404012, 1, 6225920000, 137676246,  2.211E-002
20, 00:00:20, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 19, 0.150, 6404013, 1, 6152519680, 94825297,  1.541E-002
21, 00:00:21, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 20, 0.157, 6404014, 1, 6139412480, 64549313,  1.051E-002
22, 00:00:22, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 21, 0.165, 6404015, 1, 6155141120, 43119124,  7.005E-003
23, 00:00:23, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 22, 0.173, 6404016, 1, 6178734080, 26101781,  4.224E-003
24, 00:00:24, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 23, 0.181, 6404017, 1, 6173491200, 14878046,  2.410E-003
25, 00:00:25, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 24, 0.189, 6404018, 1, 6136791040, 7789493,  1.269E-003
26, 00:00:26, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 25, 0.197, 6404019, 1, 6197084160, 4261793,  6.877E-004
27, 00:00:27, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 26, 0.205, 640401A, 1, 6139412480, 2177159,  3.546E-004
28, 00:00:28, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 27, 0.213, 640401B, 1, 6018826240, 973113,  1.617E-004
29, 00:00:30, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 28, 0.220, 640401C, 1, 6244270080, 421085,  6.744E-005
30, 00:00:31, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 29, 0.228, 640401D, 1, 6170869760, 175547,  2.845E-005
31, 00:00:32, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 30, 0.236, 640401E, 1, 6144655360, 61146,  9,951E-006
32, 00:00:33, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 31, 0.244, 640401F, 1, 6186598400, 23388,  3.780E-006
33, 00:00:34, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 32, 0.252, 6404020, 1, 6173491200, 7916,  1.282E-006
34, 00:00:35, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 33, 0.260, 6404021, 1, 6236405760, 2446,  3.922E-007
35, 00:00:36, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 34, 0.268, 6404022, 1, 6071255040, 747,  1.230E-007
36, 00:00:37, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 35, 0.276, 6404023, 1, 6204948480, 201,  3.239E-008
37, 00:00:38, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 36, 0.283, 6404024, 1, 6152519680, 46,  7.477E-009
38, 00:00:39, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 37, 0.291, 6404025, 1, 6128926720, 6,  9.790E-010
39, 00:00:40, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 38, 0.299, 6404026, 1, 6168248320, 0,  1.621E-010
40, 00:00:41, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 39, 0.307, 6404027, 1, 6126305280, 1,  1.632E-010
41, 00:00:42, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 40, 0.315, 6404028, 1, 6136791040, 0,  1.630E-010
42, 00:00:43, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 41, 0.323, 6404029, 1, 6149898240, 0,  1.626E-010
43, 00:00:44, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 42, 0.331, 640402A, 1, 6204948480, 0,  1.612E-010
44, 00:00:45, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 43, 0.339, 640402B, 1, 6189219840, 0,  1.616E-010
45, 00:00:46, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 44, 0.346, 640402C, 1, 6045040640, 0,  1.654E-010
46, 00:00:47, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 45, 0.354, 640402D, 1, 5984747520, 0,  1.671E-010
47, 00:00:48, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 46, 0.362, 640402E, 1, 6233784320, 0,  1.604E-010
48, 00:00:49, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 47, 0.370, 640402F, 1, 6047662080, 0,  1.654E-010
49, 00:00:50, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 48, 0.378, 6404030, 1, 5995233280, 0,  1.668E-010
50, 00:00:51, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 49, 0.386, 6404031, 1, 6037176320, 0,  1.656E-010
51, 00:00:52, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 50, 0.394, 6404032, 1, 5979504640, 0,  1.672E-010
52, 00:00:53, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 51, 0.402, 6404033, 1, 6024069120, 0,  1.660E-010
53, 00:00:54, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 52, 0.409, 6404034, 1, 6018826240, 0,  1.661E-010
54, 00:00:55, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 53, 0.417, 6404035, 1, 6239027200, 0,  1.603E-010
55, 00:00:56, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 54, 0.425, 6404036, 1, 6113198080, 0,  1.636E-010
56, 00:00:57, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 55, 0.433, 6404037, 1, 6197084160, 0,  1.614E-010
57, 00:00:58, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 56, 0.441, 6404038, 1, 6223298560, 0,  1.607E-010
58, 00:00:59, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 57, 0.449, 6404039, 1, 6163005440, 0,  1.623E-010
59, 00:00:60, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 58, 0.457, 640403A, 1, 6131548160, 0,  1.631E-010
60, 00:1:1, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 59, 0.465, 640403B, 1, 6152519680, 0,  1.625E-010
61, 00:1:3, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 60, 0.472, 640403C, 1, 6215434240, 0,  1.609E-010
62, 00:1:4, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 61, 0.480, 640403D, 1, 6181355520, 0,  1.618E-010
63, 00:1:5, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 62, 0.488, 640403E, 1, 6183976960, 0,  1.617E-010
64, 00:1:6, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 63, 0.496, 640403F, 1, 6176112640, 0,  1.619E-010
65, 00:1:7, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 64, 0.504, 6404040, 1, 6186598400, 0,  1.616E-010
66, 00:1:8, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 65, 0.512, 6404041, 1, 6168248320, 0,  1.621E-010
67, 00:1:9, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 66, 0.520, 6404042, 1, 6126305280, 0,  1.632E-010
68, 00:1:10, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 67, 0.528, 6404043, 1, 6197084160, 0,  1.614E-010
69, 00:1:11, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 68, 0.535, 6404044, 1, 6144655360, 0,  1.627E-010
70, 00:1:12, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 69, 0.543, 6404045, 1, 6142033920, 0,  1.628E-010
71, 00:1:13, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 70, 0.551, 6404046, 1, 6131548160, 0,  1.631E-010
72, 00:1:14, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 71, 0.559, 6404047, 1, 6173491200, 0,  1.620E-010
73, 00:1:15, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 72, 0.567, 6404048, 1, 6110576640, 0,  1.637E-010
74, 00:1:16, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 73, 0.575, 6404049, 1, 6139412480, 0,  1.629E-010
75, 00:1:17, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 74, 0.583, 640404A, 1, 6194462720, 0,  1.614E-010
76, 00:1:18, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 75, 0.591, 640404B, 1, 6152519680, 0,  1.625E-010
77, 00:1:19, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 76, 0.598, 640404C, 1, 6170869760, 0,  1.621E-010
78, 00:1:20, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 77, 0.606, 640404D, 1, 6186598400, 1,  1.616E-010
79, 00:1:21, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 78, 0.614, 640404E, 1, 6136791040, 9,  1.467E-009
80, 00:1:22, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 79, 0.622, 640404F, 1, 6225920000, 88,  1.413E-008
81, 00:1:23, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 80, 0.630, 6404050, 1, 6165626880, 357,  5.790E-008
82, 00:1:24, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 81, 0.638, 6404051, 1, 6199705600, 1680,  2.710E-007
83, 00:1:25, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 82, 0.646, 6404052, 1, 6189219840, 6724,  1.086E-006
84, 00:1:26, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 83, 0.654, 6404053, 1, 6160384000, 23600,  3.831E-006
85, 00:1:27, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 84, 0.661, 6404054, 1, 6165626880, 68920,  1.118E-005
86, 00:1:28, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 85, 0.669, 6404055, 1, 6147276800, 209979,  3.416E-005
87, 00:1:29, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 86, 0.677, 6404056, 1, 6202327040, 526685,  8.492E-005
88, 00:1:30, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 87, 0.685, 6404057, 1, 6160384000, 1150964,  1.868E-004
89, 00:1:31, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 88, 0.693, 6404058, 1, 6191841280, 2414441,  3.899E-004
90, 00:1:32, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 89, 0.701, 6404059, 1, 6155141120, 4634870,  7.530E-004
91, 00:1:34, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 90, 0.709, 640405A, 1, 6286213120, 8719590,  1.387E-003
92, 00:1:35, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 91, 0.717, 640405B, 1, 6037176320, 13192654,  2.185E-003
93, 00:1:36, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 92, 0.724, 640405C, 1, 6220677120, 21462241,  3.450E-003
94, 00:1:37, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 93, 0.732, 640405D, 1, 6183976960, 33359746,  5.395E-003
95, 00:1:38, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 94, 0.740, 640405E, 1, 6231162880, 49545755,  7.951E-003
96, 00:1:39, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 95, 0.748, 640405F, 1, 6121062400, 72169632,  1.179E-002
97, 00:1:40, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 96, 0.756, 6404060, 0,  5.952E+12,  5.952E+12, 1
98, 00:1:41, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 97, 0.764, 6404061, 0,  5.967E+12,  5.967E+12, 1
99, 00:1:42, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 98, 0.772, 6404062, 0,  5.981E+12,  5.981E+12, 1
100, 00:1:43, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 99, 0.780, 6404063, 0,  5.943E+12,  5.943E+12, 1
101, 00:1:44, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 100, 0.787, 6404064, 0,  5.978E+12,  5.978E+12, 1
102, 00:1:45, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 101, 0.795, 6404065, 0,  5.967E+12,  5.967E+12, 1
103, 00:1:46, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 102, 0.803, 6404066, 0,  5.981E+12,  5.981E+12, 1
104, 00:1:47, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 103, 0.811, 6404067, 1, 6123683840, 331949639,  5.421E-002
105, 00:1:48, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 104, 0.819, 6404068, 0,  5.984E+12,  5.984E+12, 1
106, 00:1:49, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 105, 0.827, 6404069, 0,  5.957E+12,  5.957E+12, 1
107, 00:1:50, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 106, 0.835, 640406A, 0,  5.945E+12,  5.945E+12, 1
108, 00:1:51, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 107, 0.843, 640406B, 0,  5.953E+12,  5.953E+12, 1
109, 00:1:52, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 108, 0.850, 640406C, 1, 6197084160, 327381850,  5.283E-002
110, 00:1:53, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 109, 0.858, 640406D, 0,  5.975E+12,  5.975E+12, 1
111, 00:1:54, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 110, 0.866, 640406E, 0,  5.966E+12,  5.966E+12, 1
112, 00:1:55, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 111, 0.874, 640406F, 1, 6134169600, 321552303,  5.242E-002
113, 00:1:56, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 112, 0.882, 6404070, 0,  5.910E+12,  5.910E+12, 1
114, 00:1:57, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 113, 0.890, 6404071, 0,  5.955E+12,  5.955E+12, 1
115, 00:1:58, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 114, 0.898, 6404072, 0,  5.942E+12,  5.942E+12, 1
116, 00:1:59, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 115, 0.906, 6404073, 0,  5.973E+12,  5.973E+12, 1
117, 00:2:00, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 116, 0.913, 6404074, 0,  5.909E+12,  5.909E+12, 1
118, 00:2:1, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 117, 0.921, 6404075, 0,  5.951E+12,  5.951E+12, 1
119, 00:2:2, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 118, 0.929, 6404076, 0,  5.964E+12,  5.964E+12, 1
120, 00:2:3, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 119, 0.937, 6404077, 0,  5.927E+12,  5.927E+12, 1
121, 00:2:4, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 120, 0.945, 6404078, 0,  5.962E+12,  5.962E+12, 1
122, 00:2:5, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 121, 0.953, 6404079, 1, 6189219840, 325767358,  5.263E-002
123, 00:2:7, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 122, 0.961, 640407A, 0,  5.971E+12,  5.971E+12, 1
124, 00:2:8, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 123, 0.969, 640407B, 0,  5.896E+12,  5.896E+12, 1
125, 00:2:9, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 124, 0.976, 640407C, 0,  6.022E+12,  6.022E+12, 1
126, 00:2:10, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 125, 0.984, 640407D, 0,  5.942E+12,  5.942E+12, 1
127, 00:2:11, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 126, 0.992, 640407E, 0,  5.985E+12,  5.985E+12, 1
128, 00:2:12, 500 , 000, 000, 0%, 0000, 00, 00, 0, 0, 127, 1.000, 640407F, 0,  5.826E+12,  5.826E+12, 1
